ID,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country
6215,12/29/13,24,10,0,10,3,1,7,2,1,1,2,8,0,0,0,0,0,1,0,SA
968,12/26/13,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,AUS
4096,12/26/13,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,US
3153,12-08-2013,24,11,0,4,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,SA
6504,11/20/13,24,2,5,9,28,6,28,3,2,1,3,5,1,0,0,0,0,0,0,SP
5329,9/27/13,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,0,AUS
1175,9/20/13,24,88,39,54,64,28,153,1,3,5,3,6,1,0,0,0,0,1,0,SP
1377,8/31/13,24,182,4,33,0,0,66,2,4,1,5,7,0,0,0,0,0,0,0,SA
4607,8/23/13,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,SP
4944,8/23/13,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,SP
9483,8/19/13,24,290,59,177,77,5,29,7,4,6,8,3,0,0,0,0,0,0,1,CA
1378,7/24/13,24,284,16,160,84,16,134,6,7,4,6,6,0,0,0,0,0,0,0,SA
5991,06-08-2013,24,173,2,39,3,2,47,3,5,1,4,7,0,0,0,0,0,0,0,GER
2807,2/16/13,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,0,SP
1052,2/16/13,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,0,AUS
9760,1/25/13,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,1,0,SA
7101,1/25/13,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,0,SP
9909,11-09-2012,24,3,18,14,15,22,50,3,3,1,3,9,0,0,0,0,0,1,0,AUS
5907,11-03-2012,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,SP
793,10-06-2012,24,18,3,17,3,0,4,1,2,0,3,9,0,0,0,0,0,0,0,AUS
8832,09-12-2012,24,37,5,56,12,8,5,2,3,0,4,7,0,0,0,0,0,0,0,GER
2535,8/18/12,24,163,0,480,0,126,75,1,6,5,8,9,0,1,1,1,0,1,0,SP
1523,05-07-2014,25,69,2,15,2,2,6,2,2,0,4,5,0,0,0,0,0,0,0,SA
1839,4/21/14,25,56,7,48,10,2,18,1,3,0,4,7,0,0,0,0,0,0,0,IND
9972,4/13/14,25,38,0,2,0,0,6,1,1,0,3,7,1,0,0,0,1,0,0,SA
2945,4/13/14,25,38,0,2,0,0,6,1,1,0,3,7,1,0,0,0,1,0,0,CA
9291,3/23/14,25,8,2,4,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,SP
2829,03-10-2014,25,626,0,70,0,7,28,2,9,3,8,6,0,1,0,1,0,0,0,CA
8594,1/28/14,25,112,0,6,2,1,14,2,3,1,3,6,0,0,0,0,0,0,0,SP
1592,1/24/14,25,547,99,812,151,82,33,0,4,6,5,1,0,0,1,1,0,0,0,CA
4310,1/22/14,25,507,93,520,242,40,26,1,5,10,5,1,0,0,0,1,0,1,0,AUS
6950,12/15/13,25,35,1,16,0,1,1,2,2,0,3,7,0,0,0,0,0,0,0,CA
8492,11-09-2013,25,795,0,545,95,58,0,1,8,4,10,6,0,0,0,1,0,0,0,SP
5684,10-11-2013,25,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,0,SP
5909,9/19/13,25,895,10,101,13,0,152,5,3,4,8,8,0,0,0,0,0,0,0,GER
9855,8/25/13,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,0,SP
975,5/28/13,25,178,4,26,8,4,44,5,4,1,5,6,0,0,0,0,0,0,0,AUS
8754,5/16/13,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,0,SP
1456,04-01-2013,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,0,IND
2849,04-01-2013,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,0,CA
9984,3/27/13,25,349,16,144,28,5,182,5,8,5,4,8,1,0,0,1,0,1,0,SP
5527,2/13/13,25,4,12,11,3,13,15,2,2,0,3,8,0,0,0,0,0,0,0,SP
5628,02-08-2013,25,848,154,323,201,61,78,1,10,3,10,6,1,0,0,0,0,0,0,US
7627,12-12-2012,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,1,0,SP
1351,9/20/12,25,962,12,194,16,24,12,4,7,8,13,6,0,0,1,0,0,0,0,SP
10629,9/14/12,25,25,3,43,17,4,17,3,3,0,3,8,0,0,0,0,0,0,0,GER
10395,8/22/12,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,0,SP
6961,5/22/14,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,0,SP
10196,03-12-2014,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,0,US
6182,02-10-2014,26,11,4,20,10,3,5,2,2,0,4,6,0,0,0,0,0,0,0,US
10432,1/30/14,26,2,0,9,3,6,2,1,1,0,3,8,0,0,0,0,0,0,0,CA
1542,12/30/13,26,347,0,35,4,3,7,6,4,2,8,5,0,0,0,0,0,0,0,US
4220,11-02-2013,26,73,0,13,0,1,0,1,2,1,3,3,0,0,0,0,0,0,0,CA
4141,8/21/13,26,426,49,127,111,21,42,1,8,2,10,4,0,0,0,0,0,0,0,US
1940,07-12-2013,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,0,AUS
1506,6/28/13,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,1,0,SP
6347,6/27/13,26,1,1,4,11,9,10,1,1,0,3,8,0,0,0,0,0,0,0,SP
1361,06-04-2013,26,1076,68,103,29,91,68,1,3,4,8,1,0,1,1,0,0,1,0,SP
9422,5/31/13,26,36,2,42,20,21,10,2,2,1,4,3,0,0,0,0,0,0,0,AUS
1081,3/27/13,26,733,9,180,12,19,66,11,6,3,5,4,0,0,0,0,0,0,0,SA
7458,03-06-2013,26,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,0,AUS
1012,2/18/13,26,523,7,134,37,14,169,4,8,2,10,7,0,0,0,0,0,0,0,AUS
5453,9/26/12,26,1083,108,649,253,151,108,1,4,7,12,2,0,0,0,1,0,0,0,SA
6818,09-12-2012,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,SP
7807,09-12-2012,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,SP
7532,8/30/12,26,99,2,11,4,0,16,3,3,0,4,8,0,0,0,0,0,0,0,GER
8346,8/19/12,26,138,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0,1,0,SP
5564,08-09-2012,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,0,AUS
3267,6/25/14,27,527,0,21,0,0,60,3,8,1,8,6,0,1,0,0,0,0,0,CA
3091,05-02-2014,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,SA
762,05-02-2014,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,SP
8029,4/29/14,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,1,0,US
4376,2/15/14,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,1,0,SP
10981,02-02-2014,27,434,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,0,0,SA
486,02-02-2014,27,434,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,0,0,CA
1158,01-05-2014,27,102,1,15,2,0,24,1,3,0,4,7,0,0,0,0,0,0,0,SP
9119,12-05-2013,27,208,17,76,36,17,38,2,3,3,7,2,0,0,0,0,0,0,0,US
6694,11/25/13,27,438,66,400,12,38,114,1,8,3,13,4,0,0,0,0,0,0,0,SP
10573,11/18/13,27,125,16,98,134,21,27,1,6,7,4,3,1,0,0,0,0,0,0,IND
10140,9/28/13,27,1308,0,396,23,0,0,1,5,7,4,3,0,1,0,0,1,0,0,IND
2286,09-10-2013,27,64,1,21,0,1,27,2,2,1,3,6,0,0,0,0,0,0,0,CA
8420,08-03-2013,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,SP
10065,08-03-2013,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,SP
1029,08-01-2013,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0,SP
4207,05-01-2013,27,1001,44,107,58,44,44,1,6,7,11,2,1,0,1,0,0,0,0,SP
10277,2/21/13,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,0,SP
4436,2/20/13,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,0,SP
2929,2/20/13,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,0,SP
6281,2/14/13,27,673,0,199,37,47,26,2,6,3,5,4,1,0,0,0,0,0,0,SP
10390,02-10-2013,27,6,7,4,3,4,6,1,1,0,3,6,0,0,0,0,0,0,0,SP
2574,1/31/13,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,1,0,SP
709,12-09-2012,27,787,20,204,0,0,92,3,2,2,11,8,0,0,0,0,0,0,0,SA
5955,11/17/12,27,833,33,549,151,133,233,1,4,3,8,3,0,0,0,0,0,0,0,SP
8486,10-01-2012,27,284,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0,0,SP
10343,9/29/12,27,605,91,399,0,45,205,2,3,6,8,3,0,0,0,0,0,0,0,IND
6652,06-09-2014,28,227,151,573,98,54,31,1,3,4,9,1,0,0,0,0,0,0,0,CA
8746,04-05-2014,28,800,0,297,0,34,57,2,2,5,10,6,0,1,0,1,0,0,0,SP
4686,04-02-2014,28,861,31,558,62,95,79,0,6,5,13,2,0,0,1,0,0,0,0,SP
3551,3/29/14,28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,0,SP
4338,3/25/14,28,23,0,9,0,0,12,1,1,0,3,4,1,0,0,0,0,0,0,SP
4444,3/24/14,28,11,0,16,7,6,21,1,2,0,3,8,0,0,0,0,0,0,0,SP
498,02-02-2014,28,25,0,22,2,3,5,2,1,0,4,5,0,0,0,0,0,0,0,SP
8230,1/23/14,28,22,2,31,7,4,5,1,2,0,3,7,0,0,0,0,0,0,0,SP
2826,10/28/13,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,SP
6222,10/28/13,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,SP
7352,10/21/13,28,161,28,136,32,3,45,4,3,4,6,3,0,0,0,0,0,0,0,CA
10928,9/16/13,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,0,SP
10736,09-12-2013,28,522,0,522,227,120,134,2,6,9,5,2,0,0,0,0,0,0,0,CA
10163,09-10-2013,28,712,50,420,65,38,38,1,8,4,7,4,0,0,0,0,0,1,0,SP
6168,7/15/13,28,33,0,5,0,0,15,2,1,1,2,4,0,0,0,0,0,0,0,IND
4656,3/30/13,28,342,32,230,34,32,40,5,10,5,4,9,1,0,0,0,0,0,0,SA
626,03-09-2013,28,22,2,12,0,2,5,1,1,0,3,4,0,0,0,0,0,0,0,US
3870,02-09-2013,28,359,35,314,93,116,89,1,7,3,13,4,0,0,0,0,0,0,0,GER
6299,01-02-2013,28,324,48,186,39,18,198,6,6,8,4,7,1,0,0,0,0,1,0,CA
7798,12/14/12,28,233,20,57,8,20,91,4,7,1,5,7,0,0,0,0,0,0,0,CA
9973,10/17/12,28,370,9,92,6,9,4,3,7,1,8,7,0,0,0,0,0,0,0,SP
4299,9/21/12,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,1,0,SP
10971,09-03-2012,28,173,8,107,7,2,176,4,7,2,3,9,1,0,0,0,0,1,1,SP
9931,6/23/14,29,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,0,SP
6679,06-12-2014,29,10,3,3,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0,SP
5961,06-07-2014,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,0,SP
6255,06-03-2014,29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,0,AUS
8614,05-12-2014,29,245,19,125,37,67,14,1,4,2,10,2,0,0,0,0,0,0,0,AUS
7828,4/30/14,29,68,129,396,188,22,15,1,3,3,5,1,0,0,0,0,0,0,0,SA
1277,04-09-2014,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,0,US
3595,2/28/14,29,631,43,239,128,76,21,2,6,8,12,3,0,0,0,0,0,0,0,SP
5735,2/13/14,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,0,SP
5350,2/13/14,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,1,0,SA
4137,12-06-2013,29,398,40,367,119,122,30,1,7,4,4,4,0,0,0,0,0,0,0,AUS
6357,11/17/13,29,230,35,75,63,57,31,3,7,1,7,5,0,0,0,0,0,0,0,SA
9316,11-02-2013,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,0,US
3578,10/20/13,29,122,21,43,25,10,15,2,3,1,6,6,0,0,0,0,0,0,0,SP
153,10/17/13,29,19,3,6,4,2,12,1,1,0,3,4,0,0,0,0,0,0,0,SP
10524,6/20/13,29,386,23,95,54,41,196,4,2,11,5,2,0,0,0,0,0,0,0,CA
1518,6/17/13,29,379,6,157,25,91,91,5,9,3,7,7,0,0,0,0,0,0,0,SP
2036,06-11-2013,29,243,11,119,10,3,15,3,4,2,8,4,0,0,0,0,0,0,0,IND
9495,05-08-2013,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,SP
2631,05-08-2013,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,SP
6312,3/17/13,29,258,107,291,84,37,86,4,10,3,13,7,0,0,0,0,0,0,0,GER
615,03-11-2013,29,65,36,74,38,20,110,1,5,1,4,7,0,0,0,0,0,0,0,SP
4406,1/16/13,29,846,84,352,91,56,42,4,9,4,8,5,0,0,0,0,0,0,0,CA
10061,01-05-2013,29,724,17,143,0,8,196,2,9,2,12,7,0,0,0,0,0,0,0,US
10619,12-03-2012,29,770,29,890,250,27,24,1,7,3,7,3,0,0,1,0,0,1,0,SA
4945,11-07-2012,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,0,SP
1777,09-07-2012,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,0,SP
4023,09-06-2012,29,16,17,19,20,21,22,3,3,2,2,8,0,0,0,0,0,1,0,SP
7922,08-12-2012,29,819,0,72,12,0,63,2,11,2,10,7,0,1,0,0,0,0,0,SA
10699,6/16/14,30,46,0,40,3,0,3,2,3,0,3,8,0,0,0,0,0,0,0,SA
7516,5/22/14,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,0,GER
3129,5/22/14,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,0,SP
5121,3/21/14,30,479,5,82,7,17,171,2,7,6,5,5,1,0,0,0,0,0,0,CA
2186,03-10-2014,30,938,142,754,159,81,183,1,5,10,6,2,0,1,1,1,0,1,0,SP
10548,03-09-2014,30,283,17,372,138,106,44,1,3,8,12,1,0,0,0,0,0,0,0,GER
6384,02-11-2014,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,0,US
2625,11/17/13,30,156,29,56,30,32,47,2,3,2,7,3,0,0,0,0,0,0,0,SA
1676,10/30/13,30,213,2,44,0,2,5,4,4,2,5,5,0,0,0,0,0,0,0,SP
5534,10/20/13,30,123,1,26,2,0,72,2,3,2,3,7,1,0,0,0,0,0,0,SP
6859,10-08-2013,30,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,0,SP
271,10-02-2013,30,154,0,50,6,11,37,5,3,4,3,6,1,0,0,0,0,0,0,CA
7699,10-02-2013,30,154,0,50,6,11,37,5,3,4,3,6,1,0,0,0,0,0,0,CA
7832,8/28/13,30,940,44,396,0,88,58,1,8,7,7,4,1,0,1,1,0,1,0,SP
938,7/30/13,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,0,SP
7873,07-06-2013,30,141,11,114,15,14,5,4,4,1,7,5,0,0,0,0,0,0,0,CA
9967,5/30/13,30,160,15,196,15,11,50,8,6,1,7,8,0,0,0,0,0,0,0,US
1087,5/22/13,30,16,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,1,0,SP
8314,04-05-2013,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,0,SP
3762,04-02-2013,30,196,0,512,33,130,54,1,3,5,8,1,0,0,0,1,0,1,0,SA
10383,04-02-2013,30,295,35,482,121,120,40,1,5,5,10,3,0,0,0,0,0,1,0,AUS
6798,3/20/13,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,1,0,SA
4168,3/20/13,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,1,0,SP
6690,3/14/13,30,38,4,22,4,2,20,4,3,1,3,7,0,0,0,0,0,0,0,SA
10602,2/14/13,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0,IND
3220,2/14/13,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0,GER
5424,2/14/13,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0,SA
7488,1/22/13,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,0,SP
5289,11-09-2012,30,8,4,12,15,4,29,2,1,1,2,4,0,0,0,0,0,0,0,AUS
347,09-08-2012,30,229,27,71,13,3,34,4,7,1,5,9,0,0,0,0,0,0,0,CA
5236,8/25/12,30,1230,0,396,232,178,158,1,10,2,8,5,0,1,1,1,0,0,0,SP
9478,8/14/12,30,91,64,128,65,3,50,2,4,3,6,3,0,0,0,0,0,0,0,SP
477,6/17/14,31,1060,61,835,80,20,101,1,4,7,10,1,1,0,1,1,1,1,0,SP
7411,06-05-2014,31,11,0,5,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,SA
3107,05-02-2014,31,121,24,124,24,15,42,1,4,1,7,2,0,0,0,0,0,0,0,AUS
7437,4/28/14,31,13,0,8,2,1,5,1,1,0,4,3,0,0,0,0,0,0,0,AUS
255,3/30/14,31,17,0,2,0,0,2,2,1,0,3,6,0,0,0,0,0,0,1,SP
3790,1/23/14,31,8,1,5,0,0,1,1,1,0,2,6,0,0,0,0,0,0,0,SA
749,11/19/13,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,1,0,SP
1503,06-03-2013,31,85,1,16,2,1,2,0,0,0,1,1,0,0,0,0,0,0,0,SP
8650,3/18/13,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,0,SP
607,2/13/13,31,302,29,131,32,0,27,6,8,1,7,8,0,0,0,0,0,0,0,IND
1008,12/21/12,31,728,17,133,11,8,124,1,7,3,13,6,1,0,0,0,0,0,0,GER
9396,11/23/12,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,SA
933,11/23/12,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,SP
5710,10-10-2012,31,110,0,5,2,0,3,2,2,1,4,5,0,1,0,0,0,0,0,AUS
2882,10-01-2012,31,711,28,142,49,18,47,2,3,2,9,8,0,0,0,0,0,0,0,SA
2379,9/22/12,31,778,44,499,95,73,146,2,3,4,5,7,0,0,0,0,0,1,0,SA
5342,08-08-2012,31,0,1,3,10,6,9,2,1,0,3,8,0,0,0,0,0,0,0,CA
3262,08-07-2012,31,995,112,417,42,48,41,1,2,9,13,5,0,0,0,0,0,1,0,SP
5832,4/20/14,32,493,183,352,184,23,28,0,3,5,13,0,0,0,0,0,0,0,0,SP
5025,12/24/13,32,23,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,0,SP
569,12/14/13,32,704,129,853,120,74,111,1,5,6,7,2,0,1,1,1,0,1,0,SP
3102,10/16/13,32,2,3,12,3,5,7,1,1,0,3,8,0,0,0,0,0,0,0,CA
9449,10-04-2013,32,415,5,124,15,35,11,1,5,2,11,3,0,0,0,0,0,0,0,SA
8104,08-09-2013,32,241,0,12,0,0,25,1,5,1,5,7,0,0,0,0,0,0,0,SP
75,7/25/13,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,0,US
6421,07-03-2013,32,1050,178,555,77,138,118,1,4,7,9,1,0,0,0,1,0,0,0,SP
3037,6/20/13,32,,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,0,CA
4698,6/20/13,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,0,SP
948,5/15/13,32,4,7,7,6,4,,3,1,2,2,5,0,0,0,0,0,0,0,SP
6177,05-08-2013,32,76,10,56,3,1,23,2,4,0,4,8,0,0,0,0,0,0,0,US
3517,05-06-2013,32,50,4,44,10,10,43,3,3,1,3,9,0,0,0,0,0,1,0,SP
3491,4/29/13,32,384,60,364,119,101,232,4,11,6,8,7,0,0,0,0,0,0,0,US
7610,4/18/13,32,275,0,86,10,23,66,5,6,3,5,8,0,0,0,0,0,0,0,SP
4377,01-07-2013,32,254,10,44,30,10,227,2,7,3,3,7,1,0,0,0,0,0,0,CA
9850,11/29/12,32,3,6,7,0,0,3,1,0,0,3,7,0,0,0,0,0,0,0,SP
5544,11-10-2012,32,957,40,175,158,53,107,2,7,8,5,5,0,1,0,0,0,0,0,SP
6497,11-07-2012,32,293,6,23,13,6,92,4,6,2,5,8,0,0,0,0,0,0,0,AUS
4543,10/31/12,32,777,129,573,216,21,203,1,2,7,9,4,0,0,1,0,0,0,0,SA
5117,08-02-2012,32,63,151,137,153,19,53,2,4,4,8,5,0,0,0,0,0,0,0,SP
1448,6/25/14,33,21,12,12,0,3,3,3,2,0,4,4,0,0,0,0,0,0,0,IND
6887,4/24/14,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,GER
7500,4/24/14,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,SP
2724,3/30/14,33,12,0,1,0,0,6,1,0,1,2,3,0,0,0,0,0,0,0,SP
2256,3/29/14,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,SP
1100,3/24/14,33,24,4,22,0,2,9,4,3,1,3,5,0,0,0,0,0,0,0,CA
7725,03-08-2014,33,173,26,255,35,71,81,1,4,4,7,1,0,0,0,0,0,0,0,IND
2612,12/24/13,33,754,160,625,63,32,48,1,7,5,12,3,0,0,0,1,0,0,0,SA
113,7/16/13,33,11,0,7,3,1,6,2,1,0,3,5,0,0,0,0,0,0,0,SP
2868,04-08-2013,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,1,0,US
4216,2/22/13,33,822,114,108,179,137,114,1,7,9,9,3,0,0,1,1,0,1,0,SP
199,1/20/13,33,219,3,60,12,9,12,1,4,1,7,7,0,1,0,0,0,0,0,CA
359,1/13/13,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,0,1,SP
8842,12/25/12,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,SP
2154,12/25/12,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,SP
6050,12-11-2012,33,1171,43,219,19,14,47,4,6,3,13,9,1,0,0,0,0,0,0,IND
9204,09-12-2012,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,0,SP
4472,6/27/14,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,0,AUS
6864,5/22/14,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0,AUS
10617,5/22/14,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0,SP
3924,3/17/14,34,801,0,80,0,0,35,5,8,3,12,5,0,1,0,0,0,0,0,SA
5654,3/16/14,34,20,4,10,6,4,17,2,2,0,3,6,0,0,0,0,0,0,0,AUS
9216,1/23/14,34,23,2,11,3,1,4,2,2,0,3,6,0,0,0,0,0,0,0,CA
8086,12-11-2013,34,48,0,2,0,0,5,2,2,0,3,7,0,0,0,0,0,0,0,SA
9097,11-03-2013,34,244,8,32,7,2,50,4,3,1,8,4,0,0,0,0,0,0,0,SP
7631,10-06-2013,34,562,58,168,43,16,142,1,5,7,10,3,0,0,0,0,0,0,0,IND
7275,10-04-2013,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,US
8334,10-04-2013,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,SP
1987,9/25/13,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,0,SP
2281,9/15/13,34,4,3,7,0,3,11,1,1,0,2,7,1,0,0,0,0,0,0,GER
7034,09-01-2013,34,8,7,9,13,6,12,2,2,0,3,8,0,0,0,0,0,0,0,CA
2797,8/20/13,34,707,20,171,65,60,50,1,9,7,9,5,0,0,0,0,0,0,0,SP
3934,08-02-2013,34,356,0,107,19,9,117,2,7,1,8,5,0,0,0,0,0,0,0,IND
2493,08-02-2013,34,356,0,107,19,9,117,2,7,1,8,5,0,0,0,0,0,0,0,GER
3759,7/25/13,34,743,19,181,12,0,200,2,7,6,11,5,1,0,0,0,0,0,0,SP
965,11/13/12,34,235,65,164,50,49,27,4,7,3,7,6,0,0,0,0,0,0,0,US
7378,8/31/12,34,393,5,136,7,5,27,5,10,1,6,9,1,0,0,0,0,0,0,SP
1859,8/27/12,34,721,111,925,97,18,18,1,7,6,5,5,0,0,0,0,0,1,0,GER
6263,8/22/12,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,0,SP
2072,8/16/12,34,896,10,101,13,10,34,6,4,2,9,9,1,0,0,0,0,1,0,CA
8908,05-08-2014,35,217,76,690,50,26,38,1,3,11,5,1,0,0,0,0,0,1,0,CA
738,04-04-2014,35,48,13,57,24,15,25,4,3,1,4,7,0,0,0,0,0,0,0,IND
10129,03-12-2014,35,482,147,509,104,107,107,1,3,5,12,1,0,0,1,0,0,0,0,SP
807,2/15/14,35,167,2,89,0,0,34,6,6,1,4,8,0,0,0,0,0,0,0,IND
3334,02-12-2014,35,879,143,797,106,143,143,0,5,7,9,1,0,0,1,1,0,0,0,SP
5423,10/27/13,35,6,0,5,2,1,2,1,1,0,2,7,0,0,0,0,0,0,0,SA
4426,9/22/13,35,367,4,51,6,4,95,6,7,2,6,7,0,0,0,1,0,0,0,US
10489,8/19/13,35,693,21,925,31,24,84,1,6,7,9,2,0,0,1,1,0,1,0,SA
2570,7/23/13,35,691,7,61,10,0,46,4,10,4,7,8,0,1,0,0,1,1,0,SP
3834,3/17/13,35,231,161,215,171,30,53,2,8,2,11,5,0,0,0,0,0,0,0,US
590,12/22/12,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,1,0,SP
4791,12/16/12,35,19,1,17,2,0,2,1,1,0,3,8,0,0,0,0,0,0,0,AUS
5304,10/13/12,35,24,0,8,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,SA
2426,9/14/12,35,483,74,114,169,37,18,1,5,10,13,3,0,0,0,0,0,1,0,SP
35,09-08-2012,35,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,1,0,SP
8041,09-08-2012,35,595,71,153,120,112,41,6,3,2,10,9,0,0,0,0,0,0,0,SA
